quilates,porcentaje profundidad,ancho superior,price
0.6,61.4,56.0,1385
0.5,61.3,59.0,1838
1.56,57.5,58.0,9784
1.2,63.2,58.0,4502
0.72,63.0,57.0,2923
0.41,59.5,62.0,818
0.32,60.8,57.0,645
0.42,63.6,57.0,722
1.01,61.0,56.0,4383
1.32,60.6,60.0,6660
0.3,63.3,59.0,506
0.5,61.3,58.0,1592
1.0,67.0,55.0,2912
1.61,61.9,57.0,8288
1.64,62.4,58.0,14330
1.49,64.3,59.0,5407
0.73,62.1,55.8,2302
0.53,59.6,58.0,1655
0.34,60.8,57.0,1033
0.3,61.1,58.0,665
0.32,61.1,57.0,828
0.72,61.4,57.0,2462
0.77,65.1,63.0,1651
1.0,61.0,59.0,3450
0.4,61.6,57.0,1050
0.3,62.0,55.0,776
0.3,63.6,57.0,776
0.71,62.0,54.0,2249
0.61,61.2,57.2,931
1.03,62.4,57.0,4199
0.53,62.0,57.0,2177
0.3,61.3,57.0,658
0.71,62.6,63.0,1883
2.09,59.8,59.0,14024
1.1,61.2,57.0,3696
1.01,62.3,53.0,11082
0.4,61.7,57.0,1056
1.2,61.1,59.0,8436
0.56,61.8,56.0,1175
2.14,62.7,55.0,13065
1.16,61.9,58.0,8107
1.13,61.5,60.0,4766
0.72,62.7,57.0,2586
0.51,61.2,60.0,1554
0.64,62.2,58.0,2297
1.02,61.9,58.0,7351
1.55,62.3,56.0,12646
0.46,62.2,54.7,893
0.51,61.3,58.0,1781
1.22,61.9,58.0,8975
1.0,61.8,59.0,4368
0.56,61.7,58.0,2612
1.03,66.3,57.0,3749
1.04,61.3,56.0,18542
1.55,60.4,57.0,8548
0.7,59.3,60.0,2818
0.41,60.8,57.0,961
0.35,61.9,61.0,919
1.01,59.6,60.0,3732
0.9,62.6,55.0,3964
1.36,58.4,59.0,6157
0.38,61.5,57.0,1200
0.55,64.1,54.0,1134
0.57,61.8,56.0,1851
0.76,61.8,56.0,2788
0.43,60.8,59.0,867
1.0,63.8,56.0,3949
1.01,64.0,56.0,5646
0.51,62.0,56.0,1668
1.75,62.6,56.0,16783
1.01,64.2,57.0,7293
0.5,62.7,56.0,1396
0.42,61.7,57.0,1142
0.7,62.8,59.0,2202
0.54,61.8,56.0,1892
1.0,63.3,55.0,6382
1.12,60.3,57.0,3945
0.7,64.3,63.0,2059
0.41,61.0,61.0,1230
0.52,61.2,57.0,1809
1.64,59.3,61.0,11159
1.7,62.2,55.0,12622
0.38,62.2,54.3,929
1.36,61.9,56.0,6973
0.53,61.7,56.0,1678
1.2,62.5,56.0,5884
0.78,61.1,55.0,3713
1.07,61.5,54.0,3415
1.01,62.9,57.0,3499
0.35,62.1,59.0,767
0.91,62.0,59.0,3238
0.71,63.4,58.0,3340
1.58,62.3,60.0,9290
0.31,60.3,59.0,408
1.23,62.1,57.0,9230
1.07,60.2,58.0,9808
0.52,61.7,56.0,1919
1.06,62.3,56.0,4995
0.52,62.7,58.0,1249
1.51,60.4,59.0,14247
1.11,62.0,57.0,7602
0.31,61.6,55.0,840
1.0,67.3,57.0,5096
1.51,62.4,59.0,13515
1.17,63.6,61.0,4914
0.32,61.8,55.0,561
0.3,62.1,56.0,776
0.75,63.0,58.0,2372
0.31,63.1,58.0,544
0.57,62.6,56.0,1915
0.5,59.3,65.0,1259
0.74,60.5,60.0,2921
1.2,63.5,56.0,6666
0.38,62.5,58.0,633
2.04,59.3,61.0,8257
0.33,61.4,58.0,521
1.18,59.7,54.0,6378
0.9,64.1,57.0,4234
1.52,61.4,57.0,9483
0.37,61.6,60.0,666
0.32,61.9,57.0,972
0.7,70.8,56.0,992
0.51,61.9,56.0,2098
2.03,60.5,62.0,16483
0.3,61.4,54.0,526
0.33,62.1,53.0,730
0.6,61.9,55.0,3382
0.41,61.8,57.0,1107
0.38,60.7,56.0,680
2.03,62.2,59.0,16693
0.35,61.6,56.0,984
0.33,61.1,55.0,738
0.51,62.5,53.0,1431
2.05,61.7,54.9,14111
1.01,62.8,58.0,4759
0.82,60.8,60.0,2824
0.4,59.7,58.0,1050
0.31,60.8,56.0,816
0.3,61.8,58.0,658
1.5,63.8,59.0,8736
0.42,61.4,54.0,962
0.31,62.2,54.0,707
1.01,60.1,60.0,5902
0.36,60.3,58.0,600
1.04,61.8,58.0,6709
0.34,62.6,54.0,689
1.05,61.8,57.0,4816
2.01,63.3,61.0,15618
0.34,61.0,60.0,537
1.02,60.4,62.0,3455
2.18,60.1,58.0,15465
1.06,61.1,57.0,8285
0.52,62.6,56.0,1822
2.0,58.1,64.0,11041
0.37,61.4,56.0,606
1.57,62.4,56.0,11068
1.16,62.6,56.0,4560
0.34,61.4,59.0,775
0.92,61.2,62.0,4600
1.21,65.0,59.0,4147
2.02,68.0,55.0,6346
0.34,60.6,63.0,696
0.92,57.4,65.0,3122
0.3,62.2,56.0,665
0.23,63.8,56.0,537
0.96,66.3,58.0,2540
0.73,62.2,56.0,2791
0.71,62.8,55.0,2604
0.59,57.4,62.0,1327
0.3,58.9,62.0,621
0.83,61.6,59.0,2975
0.8,62.1,57.0,3494
0.72,60.5,55.0,3409
1.72,59.3,59.0,14414
0.51,59.4,59.0,1420
1.23,61.2,55.0,6288
0.4,61.7,57.0,988
2.24,61.7,58.0,16709
0.31,62.1,57.0,625
1.14,60.8,58.0,5096
0.75,63.2,56.0,2760
0.52,62.0,57.0,1778
0.9,62.3,58.0,3919
0.41,63.2,58.0,738
0.45,61.0,57.0,1377
0.31,58.1,62.0,453
0.4,62.5,58.0,1053
0.56,61.2,55.0,1979
1.1,58.6,63.0,4361
1.01,63.9,57.0,4672
0.72,63.3,53.0,2318
0.24,61.6,57.0,370
0.53,62.2,56.0,1775
1.13,59.6,57.0,6391
0.5,62.3,56.0,1838
0.75,59.8,56.0,2840
1.21,63.4,55.0,6973
0.52,61.1,59.0,1370
0.25,62.1,57.0,595
0.38,61.5,57.0,1257
0.53,61.3,55.0,1813
0.73,61.4,55.0,3493
0.29,61.7,56.0,511
0.32,61.8,59.0,954
0.41,62.9,56.0,719
0.48,58.5,59.0,972
1.01,62.8,58.0,7234
1.22,62.2,55.0,9292
0.55,60.8,58.0,1698
0.73,62.5,57.0,2805
1.2,59.6,62.0,3951
1.23,60.6,58.0,9346
1.2,62.5,58.0,5280
0.36,60.7,57.1,821
0.73,62.4,58.1,2999
1.0,60.5,62.0,7260
0.43,62.6,58.0,792
1.07,61.1,57.0,4319
0.53,60.5,58.0,2170
0.7,61.8,55.0,3471
0.82,62.8,59.0,4135
0.7,64.3,57.0,2142
1.06,62.7,57.0,4523
0.7,63.4,59.0,2952
0.31,60.2,56.0,626
0.4,61.0,59.0,882
1.02,63.5,57.0,4678
0.38,61.4,56.0,920
0.4,62.9,58.0,707
0.43,62.4,56.0,1016
1.11,62.8,61.0,5315
0.46,62.6,53.9,851
0.91,58.3,60.0,3573
0.39,61.7,59.0,876
0.52,62.0,55.0,1383
0.54,62.8,59.0,1392
1.2,62.2,62.0,5247
0.7,62.0,58.0,1657
1.5,62.9,59.0,7727
0.39,63.0,60.0,1092
1.71,62.1,56.0,14017
0.92,62.9,56.0,4037
1.5,63.6,60.0,6770
0.58,61.9,56.0,1884
0.34,62.4,54.0,454
0.4,63.8,54.0,622
0.42,61.9,59.0,1024
1.19,60.8,55.0,9383
1.22,62.5,56.0,6518
2.06,61.4,57.0,10728
0.5,62.7,56.0,1675
1.31,62.3,56.0,6225
0.72,61.1,56.0,2891
2.02,61.0,59.0,11962
1.52,63.8,60.0,10078
0.31,61.8,55.0,493
1.34,63.2,57.0,5245
0.4,59.7,58.0,842
2.03,62.1,57.0,13880
0.3,63.8,55.0,432
1.51,65.6,61.0,3765
0.9,63.3,57.0,3116
0.32,63.1,58.0,461
1.53,62.0,56.0,11267
2.03,60.5,57.0,14083
0.52,63.0,56.0,1369
1.0,61.8,56.0,3520
1.0,60.8,60.0,5470
0.27,63.3,58.0,470
0.54,61.2,58.0,1304
0.61,61.8,56.0,1989
0.42,59.5,59.0,847
0.73,60.1,56.0,2451
0.91,60.8,58.0,4939
1.12,60.6,60.0,4390
0.23,61.0,57.0,530
0.5,61.8,60.0,1710
0.51,61.0,56.0,1098
0.92,62.1,57.0,4011
0.39,62.3,61.0,648
0.41,61.7,54.0,688
0.72,61.6,57.0,2074
0.92,59.0,63.0,3070
1.51,60.2,63.0,12317
2.53,59.6,59.0,17591
1.06,59.2,60.0,4078
0.33,61.0,60.0,928
0.8,63.5,58.0,3082
0.33,60.9,56.0,736
1.51,59.9,55.0,9218
0.33,62.7,56.0,861
1.19,57.6,60.0,5825
2.3,59.7,58.0,13560
0.62,61.3,56.0,2731
0.35,61.8,55.0,1116
1.01,63.1,59.0,7279
0.7,61.6,62.0,2570
1.51,61.6,56.0,8283
0.59,62.2,60.0,2124
1.22,62.7,54.0,11880
1.51,63.2,60.0,8462
1.01,61.8,57.0,6618
1.01,60.2,59.0,6618
0.37,62.1,54.0,1056
0.51,63.3,58.0,1800
0.8,62.4,59.0,3285
0.96,68.8,56.0,3658
1.07,62.4,61.0,4949
0.4,62.9,58.0,1050
2.01,60.5,58.0,12829
0.31,60.2,61.0,865
0.96,57.7,67.0,3674
1.0,60.6,57.0,7235
0.38,61.6,56.0,969
1.7,59.6,59.0,11924
0.33,61.2,57.0,752
1.71,62.1,54.0,11199
0.52,58.7,64.0,1350
0.71,60.0,59.0,2711
1.27,60.2,62.0,3665
0.76,63.7,56.0,3950
0.3,63.5,57.0,500
0.31,63.6,56.0,567
0.37,63.7,55.0,575
0.36,61.7,56.0,824
1.18,59.9,63.0,3278
0.72,62.6,55.0,2440
2.23,60.5,61.0,12770
0.91,60.6,56.0,4081
1.02,61.4,57.0,7055
0.51,60.8,59.0,1961
0.24,60.0,57.0,552
1.24,61.8,55.0,8726
0.78,62.9,56.0,3736
1.52,63.4,60.0,16670
0.77,61.4,56.0,2996
1.04,61.9,54.0,4941
2.31,67.4,56.0,7257
0.41,62.1,58.0,830
0.3,60.1,61.0,675
1.01,63.0,61.0,5077
0.56,60.0,58.0,1568
0.45,57.6,62.5,1144
0.57,61.0,57.0,1754
1.01,63.5,59.0,4412
0.46,65.6,58.0,830
0.5,63.2,60.0,965
1.09,62.2,55.0,7961
1.07,61.9,56.0,5264
2.01,65.1,56.0,16733
0.81,62.6,58.0,2972
0.72,60.9,56.0,3746
1.01,61.5,56.0,4805
0.52,60.9,56.0,2489
0.56,62.1,57.0,1963
0.55,61.2,55.0,1698
0.7,61.8,59.0,2355
0.35,61.2,60.0,798
0.31,62.2,53.0,562
1.51,62.6,54.0,8888
2.01,63.5,60.0,15038
1.01,58.8,59.0,4672
0.3,60.8,57.0,911
0.71,64.1,58.0,2240
1.51,60.7,59.0,10020
1.07,62.1,57.0,5220
0.25,61.2,57.0,576
0.57,61.6,55.0,1884
0.39,59.1,59.0,670
0.51,59.9,60.0,1004
0.93,62.1,59.0,4793
0.3,60.8,58.0,878
0.3,62.3,58.0,569
1.5,63.5,54.0,13239
1.04,60.3,57.0,4323
0.33,62.8,58.0,572
1.0,60.6,63.0,6822
0.51,65.3,55.0,996
0.31,62.8,55.0,628
1.0,58.4,63.0,6021
0.9,64.4,62.0,4135
0.42,61.7,59.0,884
0.98,62.2,57.0,4542
0.7,62.0,58.0,1890
1.33,62.6,55.0,7325
1.51,62.9,55.0,7875
0.3,61.9,59.0,776
1.01,61.9,57.0,5028
0.25,60.5,59.0,575
0.8,61.2,56.0,3860
0.42,62.0,56.0,1179
1.31,62.5,56.0,6337
1.71,61.1,55.0,10438
0.3,61.9,58.0,766
1.21,62.5,57.0,6505
0.25,62.7,54.0,438
1.0,59.8,65.0,3858
0.33,62.5,61.0,608
0.32,61.7,57.0,561
0.51,59.2,62.0,1554
2.05,63.1,58.0,12401
0.71,62.1,58.0,1675
1.02,57.1,62.0,3342
1.57,61.4,58.0,17175
1.02,61.8,58.0,3496
1.05,59.4,59.0,6914
0.54,61.6,56.0,2231
0.4,62.4,57.0,877
0.71,61.4,57.0,3435
0.8,59.9,58.0,2939
1.1,62.1,58.0,4354
0.7,61.4,55.0,2421
1.02,63.3,59.0,6597
0.7,62.6,56.0,2268
2.23,61.2,58.0,18149
1.19,62.0,56.4,6275
1.04,61.6,55.0,5163
1.0,61.0,60.0,3472
1.22,61.9,58.0,11830
0.4,63.5,55.0,687
1.27,63.1,57.0,4978
1.09,62.1,56.0,4586
1.02,60.5,60.0,6906
0.32,60.9,57.0,918
1.2,62.4,56.0,8712
0.38,60.0,59.0,641
0.51,59.3,58.0,1662
0.9,61.8,57.0,2611
0.32,61.2,56.0,671
0.52,63.0,55.0,1151
0.31,60.1,60.0,593
1.51,62.2,56.0,13254
0.42,62.7,59.0,992
2.08,60.6,61.0,13732
0.3,61.6,58.0,776
0.31,62.2,55.0,891
0.47,65.2,59.0,828
0.31,62.3,53.0,778
1.2,61.2,56.0,9744
1.01,63.4,58.0,7234
0.56,62.0,56.0,2442
0.31,61.1,58.0,435
1.26,60.6,60.0,6546
0.41,62.1,56.0,1243
1.01,62.8,59.0,9474
0.31,61.3,56.0,789
0.41,63.3,58.0,904
0.7,62.9,59.0,2329
0.63,61.5,59.0,1905
1.0,62.7,54.0,6465
0.3,62.5,55.0,605
1.0,62.2,57.0,6183
0.82,60.0,55.0,3306
1.51,63.1,55.0,12489
0.67,58.9,51.0,1882
0.9,61.0,55.0,3720
0.73,62.4,57.0,3201
0.91,62.9,55.0,4109
0.7,62.2,55.0,3235
0.39,61.4,55.0,734
1.6,62.1,60.0,11796
0.9,64.0,57.0,3601
0.82,61.9,56.0,4113
0.51,60.1,56.0,2111
1.34,61.5,58.0,7305
0.5,62.0,54.0,1569
0.77,61.6,55.0,5251
0.77,63.7,54.0,2373
0.3,61.2,56.0,764
1.54,59.3,60.0,11795
1.75,62.2,59.0,10619
1.23,59.7,58.0,5789
0.57,62.2,55.0,1441
2.5,62.4,59.0,15934
1.03,59.7,55.0,4585
0.51,61.2,61.0,1304
2.03,58.1,59.0,10879
0.59,60.2,57.0,1572
1.01,65.3,59.0,4844
1.01,63.7,60.0,4749
0.3,61.8,58.0,844
1.51,58.8,62.0,8879
1.01,65.8,55.0,3190
1.01,63.7,60.0,3088
1.4,62.9,59.0,4939
0.31,61.7,55.0,593
0.23,60.4,62.0,378
0.56,59.6,58.0,1778
0.43,61.1,56.0,1008
0.34,62.2,53.0,974
0.63,61.7,55.0,1196
0.51,62.5,59.0,1301
0.24,61.2,58.0,554
1.23,62.7,58.0,4856
1.29,61.8,59.0,6429
0.91,61.6,60.0,3743
0.24,60.2,65.0,383
1.02,61.6,61.0,4291
0.31,61.9,55.0,503
0.32,61.2,56.0,645
0.6,61.9,57.0,1970
0.31,62.1,55.0,424
0.72,63.7,54.0,2062
1.21,60.9,59.0,4472
0.32,60.9,56.0,800
1.0,62.7,57.0,3416
1.14,61.1,56.0,7038
1.21,59.6,57.0,4968
1.02,60.5,54.0,6058
0.32,62.2,56.0,758
0.54,61.9,54.0,1774
0.31,62.0,54.0,452
0.57,61.0,57.0,1819
0.29,62.2,54.0,507
0.53,62.8,57.0,1052
1.25,62.2,57.0,8941
1.05,60.5,58.0,5406
0.71,61.9,56.0,3710
1.56,62.4,53.7,10536
1.12,61.1,59.0,5361
0.78,62.7,56.0,2444
1.05,62.8,57.0,6808
0.27,60.5,56.0,577
1.03,61.1,59.0,4603
0.71,62.4,57.0,2515
0.7,60.5,56.0,2973
0.7,65.5,57.0,1806
1.2,61.5,58.0,5884
0.54,60.6,57.0,1291
1.01,61.0,58.0,4327
1.01,63.3,59.0,4989
0.34,61.1,60.0,795
0.79,59.4,60.0,3230
0.71,61.5,56.0,2965
0.7,61.6,56.5,2487
1.21,61.6,58.0,8196
0.71,61.2,56.0,2076
0.5,62.2,58.0,1279
0.76,62.2,55.0,5056
1.11,62.9,59.0,4662
0.58,58.6,64.0,2185
0.32,61.7,56.0,972
0.53,63.4,55.0,1734
0.3,63.1,58.0,568
1.24,61.3,55.0,8438
0.31,61.3,60.0,680
0.93,61.3,59.0,2396
0.34,62.1,57.0,765
0.37,60.5,56.0,926
0.31,61.8,56.0,897
0.91,64.2,59.0,2700
1.01,60.7,58.0,5422
0.72,56.5,68.0,2608
1.51,62.3,60.0,9467
0.33,61.5,56.0,743
0.96,59.6,59.0,4187
0.72,60.3,55.0,2505
1.08,63.2,58.0,5516
0.86,63.0,53.0,2706
0.23,58.5,62.0,472
1.01,61.1,61.0,7785
0.7,62.0,55.0,2135
0.31,61.2,55.6,536
0.76,62.7,54.0,2858
0.57,59.8,59.0,1592
0.7,59.4,59.0,2573
0.44,61.3,58.0,1040
0.5,62.0,56.0,1676
0.59,62.3,55.0,1840
0.32,61.8,56.0,1140
0.33,61.1,58.0,912
0.38,62.3,54.1,1101
1.03,61.8,60.0,4560
0.83,63.1,61.0,2259
1.0,67.6,57.0,5484
0.3,63.5,57.0,789
0.5,61.0,58.0,1694
0.5,60.9,59.0,1583
1.22,60.5,60.0,4974
1.51,61.3,61.0,7585
1.06,60.1,59.0,4516
1.03,61.9,56.0,3749
0.31,63.2,56.0,663
0.73,61.7,55.0,3249
1.04,61.5,58.0,5708
1.04,61.1,56.0,6334
0.34,59.3,58.0,805
0.75,59.1,58.0,2496
0.3,62.2,57.0,675
0.71,63.3,55.0,2458
2.28,61.6,57.0,12755
1.4,62.8,58.0,13730
1.2,60.3,57.0,4514
0.27,62.3,56.0,622
0.42,62.0,55.0,1233
0.54,62.2,56.0,1240
1.01,60.6,61.0,4320
0.36,62.8,55.0,793
0.78,62.3,57.0,2469
0.9,62.1,59.0,4252
1.37,60.7,60.0,5156
1.06,62.2,56.0,6660
0.24,62.5,55.0,608
0.58,62.2,57.0,1440
1.52,58.2,60.0,9028
1.51,63.1,60.0,13686
0.3,60.8,57.0,911
0.82,62.6,57.0,2974
1.2,61.5,56.0,7877
1.2,61.8,58.0,7508
0.41,61.9,60.0,1376
0.41,62.1,56.0,1356
0.3,60.6,58.0,684
1.54,62.3,56.0,8301
0.91,65.7,58.0,4107
0.39,60.4,56.0,1179
0.8,62.4,57.0,2553
0.81,61.0,61.0,2789
0.8,60.5,62.3,3283
0.4,62.3,54.0,741
0.3,62.5,59.0,394
0.5,61.3,54.0,1666
2.02,61.1,61.0,13991
1.51,60.2,59.0,14773
1.0,62.3,58.0,7528
1.6,62.8,55.0,8418
1.15,62.9,56.0,6929
0.3,61.6,58.0,844
0.78,59.4,62.0,2035
2.16,62.3,57.0,11473
0.74,61.9,55.0,2487
0.7,63.2,60.0,1556
0.44,61.0,59.0,986
0.26,62.4,57.0,397
1.01,61.6,56.0,6239
0.55,61.2,59.0,1551
1.06,61.3,57.0,8093
0.38,62.8,55.0,700
0.33,63.0,58.0,475
1.01,63.0,57.0,5555
0.72,61.3,58.0,2666
0.41,62.1,58.0,827
2.01,64.9,56.0,10184
0.31,62.4,58.0,802
0.4,62.5,54.0,741
1.5,60.7,55.0,10080
1.62,61.5,61.0,12542
0.32,61.4,54.0,843
0.72,63.7,57.0,2168
0.4,61.9,55.0,931
0.3,61.9,54.0,552
0.3,62.1,53.0,863
1.6,61.5,58.0,17204
0.56,62.3,56.0,1580
0.5,61.1,57.0,2165
0.55,61.8,58.0,1609
0.7,64.0,53.0,2242
1.0,63.8,58.0,4586
0.71,62.1,55.0,2209
1.16,61.1,56.0,5509
0.71,62.0,54.0,2319
0.74,63.9,57.0,2880
1.01,65.7,54.0,4072
0.3,62.8,59.0,844
0.5,61.6,60.0,1838
0.71,62.1,59.0,2294
0.3,63.4,58.0,540
1.54,62.1,62.0,11632
0.52,56.3,59.0,975
0.51,61.6,58.0,1687
1.03,62.1,59.0,4038
0.23,59.7,58.0,530
1.15,58.4,59.0,8501
1.05,62.7,59.0,5370
1.51,60.8,57.0,11856
0.3,61.9,54.0,573
0.4,62.2,54.0,633
0.33,62.1,56.0,984
0.4,62.4,54.0,1125
0.76,62.1,56.0,3655
0.9,67.3,59.0,2804
1.01,62.8,59.0,3920
0.32,61.9,59.0,561
1.0,60.8,63.0,3276
1.04,62.6,53.0,6260
0.7,62.6,59.0,2837
1.0,61.2,56.0,5939
0.5,61.8,54.1,2639
0.51,61.6,56.3,1656
2.0,62.9,56.0,16064
0.52,62.2,55.0,1872
0.79,63.2,56.0,3053
0.53,61.4,55.0,2059
0.4,61.1,58.0,666
0.51,61.0,55.0,1781
0.75,60.4,57.0,2801
1.07,60.0,60.0,5031
2.07,63.3,56.0,15992
0.3,63.9,56.0,368
0.25,62.5,59.0,740
1.25,63.9,56.0,4725
1.5,58.4,61.0,8820
0.57,61.3,57.0,2319
0.9,58.4,61.0,4276
0.28,61.8,61.0,394
1.32,63.7,56.0,6830
0.4,62.2,62.0,687
1.25,62.1,57.0,8365
1.21,62.2,59.0,5502
1.2,62.4,57.0,5535
0.7,61.3,58.0,2155
0.56,62.2,54.0,2321
0.24,64.5,57.0,367
1.02,62.1,56.0,3915
0.24,61.2,56.0,391
0.74,62.3,56.0,3170
1.5,63.0,56.0,12821
0.32,62.0,54.0,876
0.51,63.2,57.0,1687
0.3,62.8,58.0,776
0.37,61.6,59.0,681
1.07,60.9,58.0,6355
0.29,62.4,55.0,555
0.3,61.8,59.0,605
0.91,63.1,58.0,4434
0.3,60.6,61.0,526
1.01,62.8,60.0,4416
0.31,63.7,55.0,489
2.23,61.4,58.0,16805
0.76,60.9,59.0,2631
0.32,61.0,57.0,1064
1.09,61.9,55.0,5127
0.36,62.3,59.0,932
0.31,63.7,56.0,625
2.0,60.1,62.0,15485
1.03,62.1,56.0,4407
0.32,57.0,60.0,780
0.32,63.2,55.0,684
0.41,61.0,59.0,755
0.7,64.1,58.0,2137
0.42,60.8,59.0,1179
0.31,62.0,55.0,942
1.83,70.0,58.0,5083
1.1,62.9,58.0,5773
0.5,63.2,59.0,3378
1.1,60.5,59.0,4202
0.28,61.1,60.0,828
1.14,63.3,56.0,5148
0.26,61.8,58.0,599
0.5,63.8,60.0,1333
0.3,62.9,56.0,752
0.83,61.9,56.0,4963
1.0,62.7,59.0,2058
0.54,62.4,55.0,1170
0.35,60.6,57.0,964
0.5,60.8,56.0,1654
1.57,62.7,56.0,10278
0.32,61.3,60.0,449
0.41,63.5,57.0,827
0.5,62.8,55.0,2153
0.28,61.4,60.0,452
1.5,63.5,60.0,6300
0.53,62.5,57.0,1607
0.41,61.2,57.0,683
1.05,62.2,56.0,8645
0.41,59.9,58.0,1076
0.32,62.0,54.0,702
1.23,60.6,57.0,5951
1.02,59.6,59.0,3974
0.86,61.2,58.0,2905
0.53,60.9,57.0,1598
2.02,62.9,60.0,13991
0.32,62.0,60.0,624
0.39,60.6,55.0,729
0.55,63.6,55.0,1263
2.3,62.4,56.0,16062
0.58,62.2,55.0,1586
1.02,60.6,57.0,5367
1.25,62.7,58.0,5975
0.3,61.4,59.0,675
0.32,60.7,60.0,505
0.9,63.1,60.0,3024
1.52,61.2,60.0,8299
0.5,60.9,58.0,1351
0.41,62.3,57.0,863
0.47,62.7,58.0,995
1.5,61.6,55.0,10750
1.01,62.4,58.0,4497
0.9,61.3,60.0,3468
0.31,61.6,56.0,1074
0.34,61.7,58.0,1014
1.14,62.7,58.0,5424
0.41,62.3,56.0,1243
0.3,62.1,55.0,789
0.86,61.9,55.0,3442
1.08,60.6,59.0,5756
0.3,62.0,56.0,503
1.59,60.5,55.1,8814
1.05,62.0,56.0,5480
0.5,65.7,56.0,1323
0.62,61.2,59.0,1166
0.37,61.9,58.0,746
1.13,61.9,55.0,6980
2.01,61.5,60.0,13228
0.41,63.8,57.0,503
0.74,61.4,59.0,2648
0.32,61.0,57.0,972
1.11,61.5,58.0,4768
0.44,61.4,55.0,1245
0.54,60.9,56.0,1937
0.51,62.4,57.0,1779
1.02,61.4,57.0,11028
1.2,61.1,56.0,6968
1.03,63.0,59.0,5826
0.34,61.0,57.0,1033
1.03,61.3,54.0,9881
1.0,60.0,60.0,6600
2.0,65.2,55.0,11600
0.7,63.2,57.0,2496
0.44,63.5,57.0,941
0.53,62.6,64.0,1282
1.01,59.1,55.0,7059
0.53,62.6,54.0,1721
0.91,61.1,61.0,7006
1.13,62.2,55.0,6563
1.0,63.3,55.0,4312
0.29,63.0,55.0,504
0.86,64.3,60.0,2819
1.53,62.5,57.0,11525
0.71,62.0,57.0,3380
0.3,61.3,58.0,526
1.02,65.3,58.0,3787
0.71,62.6,57.0,2930
1.24,60.5,60.0,10508
0.56,59.7,59.0,2167
0.31,61.8,55.0,743
0.4,62.2,54.3,658
0.75,59.1,58.0,2295
1.0,59.1,61.0,6552
0.39,61.8,55.0,874
1.11,62.0,58.0,3901
0.29,60.9,57.0,669
2.16,61.4,55.0,18462
0.71,61.7,57.0,2982
0.52,61.8,55.4,1620
0.42,62.3,55.0,1024
0.32,62.5,58.0,730
0.43,63.4,55.0,994
1.03,61.4,58.0,6809
1.5,62.0,60.0,12466
0.3,61.5,56.0,789
0.3,62.9,58.0,710
0.4,63.0,55.0,849
0.31,62.2,56.0,583
0.9,61.0,59.0,3740
2.08,58.7,60.0,18760
1.53,61.4,60.0,7991
0.31,62.4,56.0,707
0.96,60.0,60.0,4060
0.73,61.5,55.0,2605
0.39,59.6,60.0,1097
1.53,59.3,59.0,10224
1.0,61.7,58.0,3858
0.57,59.8,60.0,1906
1.61,63.0,59.9,10891
0.31,62.1,54.0,840
0.71,64.0,61.0,2156
0.37,61.6,59.0,874
1.01,59.2,59.0,6257
0.42,62.4,54.0,847
0.73,62.1,56.0,2276
1.71,62.6,57.0,11227
0.3,62.7,59.0,789
0.3,62.8,59.0,658
0.34,61.7,56.0,1163
0.54,59.8,57.0,1369
0.52,61.1,59.0,1911
0.32,62.6,58.0,561
0.41,58.9,58.0,1356
0.9,62.5,55.0,4260
0.5,63.2,57.0,1220
0.51,63.6,59.0,1577
1.12,60.9,57.0,7616
0.7,59.2,60.0,2382
1.29,61.2,60.0,7153
0.39,61.7,62.0,951
0.71,61.7,59.0,2701
0.61,60.2,57.0,1911
0.3,63.3,56.0,351
1.53,62.5,59.0,8499
0.74,62.7,56.0,2309
1.2,61.7,59.0,4838
0.4,61.6,59.0,666
0.32,62.1,60.0,720
0.96,59.3,58.0,4204
1.08,62.8,59.0,7079
2.08,60.2,60.0,18128
0.4,61.4,58.3,1359
1.0,65.3,57.0,3175
1.07,59.0,59.0,17909
0.77,61.0,60.0,2840
1.1,62.1,58.0,5361
1.0,60.4,64.0,5005
2.01,63.4,59.0,11554
1.01,62.8,58.0,4641
1.17,63.3,61.0,5025
0.33,61.2,56.0,1052
1.71,62.4,61.0,9384
0.8,62.7,55.0,2622
0.51,61.0,66.0,1334
0.31,63.6,57.0,446
0.31,61.2,55.0,675
0.71,58.5,59.0,2345
0.27,61.5,56.0,752
0.7,62.2,58.0,2800
0.31,61.5,54.0,658
0.72,61.4,61.0,2203
0.38,63.4,57.0,702
0.36,62.3,53.0,538
0.31,62.3,57.0,680
0.34,62.1,55.0,596
0.74,62.5,56.0,2398
0.39,61.7,62.0,741
0.34,61.3,57.0,526
1.01,63.0,57.0,6097
0.91,60.6,58.0,4293
2.03,61.6,58.0,12268
0.9,59.9,61.0,3660
1.54,61.5,61.0,8969
1.12,60.8,58.0,8788
0.42,62.6,53.0,1289
1.51,62.2,57.0,17649
1.2,63.7,56.0,5053
0.31,63.1,54.0,698
1.17,57.8,62.0,4639
0.5,61.6,60.0,1214
0.4,62.5,54.0,926
0.5,62.2,60.0,1048
1.02,61.9,57.0,4924
0.72,61.9,55.0,2903
0.78,62.3,56.0,3531
0.5,61.3,61.0,1980
1.54,62.0,56.0,7486
1.01,62.6,55.0,8279
0.38,62.1,56.0,1040
0.5,62.4,53.7,2033
0.55,61.9,55.0,2380
1.01,62.4,59.0,7466
